Date,Year,Event Type,Perpetrator,Country,Location,Latitude,Longitude,Fatalities,Summary
25-Mar-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Zelevet,11.0051,13.8014,0,"25 March. Boko Haram attacks civilians in Zelevet of Mokolo, leaving one civilian severely injured and stealing food."
25-Mar-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kopa,10.7447,13.3325,0,25 March. Boko Haram burned down houses in Kopa (Adamawa)
25-Mar-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kofa,10.635,12.9229,0,25 March. Boko Haram attacked Kofa village in Borno and was repelled by Nigerian Armed Forces. BH fighters burned down houses and looted the villages
25-Mar-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Ankuwa,9.8465,7.8774,0,25 March. A catholic priest was abducted from Ankuwa village by an unidentified armed group
26-Mar-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,N Guigmi,14.2495,13.1092,14,"On March 26, Boko Haram militants (reports indicate Shekau's or an autonomous ISWAP faction), carried out an incursion into N'Guigmi town (Diffa). At least two suicide bombers detonated themselves, many houses in Dileram (quarter harbouring IDPs) were burned, 12 people were killed including family members of gendarmes and several wounded."
27-Mar-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Miringa,10.7312,12.1463,0,27 March. Boko Haram IS invaded parts of Miringa and shot at a military school. Nigerian Armed Forces engaged BH in gun fight and repelled the attack
27-Mar-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Jalingo,8.8833,11.3667,0,27 March. Unidentified gunmen abducted a former chairman of the NBA in Jalingo
27-Mar-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Garaku,8.8333,8.1167,0,"27 March. Unidentified gunmen ambushed the bus of a leader of the NUJ, they fired gunshots and abducted four women"
27-Mar-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ubiaja,6.655,6.3869,1,"27 March. Unidentifed gunmen abducted civilians in Ubiaja. After noticing that they accidently abducted a police officer off duty, the officer was killed."
28-Mar-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Gatamarwa,10.7203,12.9607,0,28 March. Boko Haram attacked Gatamwarwa and was repelled by Nigerian Military Forces. Several houses were torched
29-Mar-19,2019,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Lada,13.3013,12.646,0,"On March 29, presumed ISWAP/Boko Haram militants abducted three youths in Lada, one managed to escape."
30-Mar-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Lokoja,7.8024,6.743,0,30 March. Unidentified gunmen attacked a fishing festival in Lokoja and shot five participants who sustained gunshot wounds.
31-Mar-19,2019,Attack,Islamic State (West Africa),Niger,Diffa,13.32,12.61,1,"On March 31, ISWAP claimed to have to have assassinated an individual accused of being a spy of the coalition in the town of Diffa."
31-Mar-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Birnin Gwari,10.6637,6.54,0,31 March. 12 firewood traders were abducted by unidentfied gunmen at Dagafada village (Birnin-Gwari LGA)
1-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Ardebe,12.5081,14.2294,5,"Early April. An international task force (presumably Cameroon and Nigerian military forces) clash with Boko Haram members in Ardebe, killing 5 fighters."
1-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,5,01 April. Boko Haram IS published a video showing the execution of five Nigerian soldiers in Borno. Military forces claimed that three of them were members of civilian militias
1-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kaumutuyahi,10.8609,12.9623,0,01 April. Boko Haram set the Kaumutiyah village on fire.
2-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa),Niger,Toumour,13.6669,13.1198,3,"On April 2, ISWAP claimed to have detonated an IED against a vehicle of the Multinational Joint Task Force near Toumour, killing the occupants of the vehicle, unknown fatalities coded at low estimate of 3."
5-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Ardebe,12.5081,14.2294,2,Between 05-09 April. 2 soldiers are abducted and killed by Boko Haram members near Ardebe of Makary.
6-Apr-19,2019,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,5,06 April. Two Boko Haram suicide bombers killed themselves and three civilians in the outskirts of Maiduguri when their IED vests detonated in the Muna-Dalti area of the city. 45 people were injured.
6-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Kakangi,10.7106,6.2066,5,06 April. Unidentified armed gunmen attacked Kakangi community and clashed with police forces. Two police officers and three civilians killed.
7-Apr-19,2019,Armed clash,Islamic State (West Africa),Cameroon,Fotokol,12.3731,14.2277,0,"07 April. Boko Haram faction of Islamic State clash with military forces in Fotokol of Hile Alifa, killing or injuring 20 soldiers. Unknown if dead or injured coded as 0 fatalities."
7-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Sagme,12.5514,14.2587,13,"06 or 07 April. Boko Haram forces clash with soldiers in Sagme of Hile Alifa. 3 soldiers were killed, 4 wounded and another missing following the clash. A number of Boko Haram militants were also neutralized (unknown coded as 10)."
7-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Yartsamiya,12.0959,7.2674,14,"07 April (or around). Unidentified armed men clashed with a local vigilante group in Tsamiyar Jino, near Yartsamiya, in Kankara LGA. 14 people killed."
8-Apr-19,2019,Shelling/artillery/missile attack,Islamic State (West Africa),Niger,Diffa,13.32,12.61,0,"On April 8, ISWAP militants launched a barrage of Grad rockets targeting the Diffa Airport harbouring the Multinational Joint Task Force and the military base, the attack did not cause any casualties, and the projectiles fell hundred meters outside the perimeter of the facilities."
8-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Toumour,13.6669,13.1198,2,"On April 8, presumed ISWAP/Boko Haram militants carried out an incursion into the area of Toumour, two civilians killed including one had the throat slit and the other shot dead, and a notable wounded."
8-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Kufana,10.2962,7.7537,21,"08 April. Unidentified gunmen attacked Anguwan Aku and Banono villages in Kufana District, Kajuru LGA. 21 people were killed and 50 cattles rusted."
9-Apr-19,2019,Armed clash,Islamic State (West Africa),Niger,Diffa,13.32,12.61,6,"On April 9, four ISWAP militants equipped with small arms and hand grenades attacked the town of Diffa, they targeted the gendarmerie and the customs, clashes raged overnight and two gendarmes were killed and at least four gendarmes wounded, all assailants killed."
9-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Gremari,13.1405,12.1673,1,"On April 9, presumed ISWAP/Boko Haram militants killed the village chief in Gremari and abducted two individuals including the father and the niece of the secretary general at the mayor's office of Maine Soroa."
9-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Damaturu,11.747,11.9608,0,09 April. Boko Haram IS attacked Damaturu and engaged in a battle with Nigerian Military Forces. Military forces seized gun trucks and weapons. No fatalities reported yet.
9-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Sabuwa,11.173,7.1172,18,09 April. Unknown gunmen invaded Sabuwa LGA (no exact location given) and killed 18 people. Several residents reported injured.
9-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ruma,12.8626,7.2347,2,"09 April. Unknown gunmen attacked Ruma and Yar-Gamji villages, killing four people, abducting three women and injuring 10 residents. Fatalities split between both events."
9-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Gamji,11.3252,7.1394,2,"09 April. Unknown gunmen attacked Ruma and Yar-Gamji villages, killing four people, abducting three women and injuring 10 residents. Fatalities split between both events."
9-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Beri,10.2796,5.7307,9,"On 9 April 2019, unidentified gunmen attacked Beri and killed 9 residents."
9-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Jibia,13.0978,7.2225,11,09 April. Jibia local militias killed 11 gunmen in their LGA when they left their hideout to launch attacks on nearby villages
9-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Choba,4.8907,6.9035,0,09 April. About 16 unknown gunmen engaged police forces in a gun duel in Choba community. No death reported.
10-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa),Niger,Toumour,13.6669,13.1198,3,"On April 10, ISWAP claimed destroying a vehicle of the Multinational Joint Task Force by detonation of an IED near Toumour, and killing and wounding seven of the occupants, fatalities coded as 3."
11-Apr-19,2019,Attack,Islamic State (Greater Sahara),Niger,Tongo Tongo,15.0522,1.8318,1,"On April 11, ISGS militants abducted and executed a government councilor to the prime ministry near Tongo Tongo, the councilor was reportedly on a mission to negotiate with the militants."
11-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Bouji,13.522,13.0891,2,"On April 11, a plow was struck by an IED presumably planted by ISWAP/Boko Haram militants in the area of Bougi, two civilians were killed, one wounded, as well as livestock killed."
12-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa),Niger,Toumour,13.6669,13.1198,3,"On April 12, ISWAP claimed destroying a tank of the Multinational Joint Task Force by detonation of an IED near Toumour, and killing the occupants, unknown fatalities coded as 3."
12-Apr-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Nigue,12.428,14.7459,0,"11 or 12 April. Boko Haram forces invade Nigue of Goulfey, stealing goods and forcing civilians to flee."
12-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kerawa,11.1842,13.9142,1,"12 April. Boko Haram detonate an IED within a military vehicle, killing one person and injuring 8 others in Kerawa of Kolofata."
12-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Vouzi,11.0001,13.8643,4,12 April. 4 soldiers are killed by Boko Haram after an IED was triggered near their vehicle near the axis of Vouzi-Vreket-Gouzda in Mayo Moskota.
13-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Biri Boula,13.1592,12.355,1,"On April 13, presumed ISWAP/Boko Haram militants aboard motorbikes shot dead an individual and burned the corps in Biri Boula."
13-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Yandev,7.3667,9.05,1,"13 April: Unidentified armed group killed the son of the former chieftain of PDP: People's Democratic Party in Yandev, Benue state"
14-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Korongelen Bula Dun*,10.8549,12.7157,0,14 April: Boko Haram militants raided the Kwarangulum village (16 KMs from Chibok town) and set several homes on fire after looting food and other necessary items. The residents escaped when they saw that some group of armed men were coming toward them. No casualties reported
14-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Bakassi,4.8171,8.6021,1,"14 April: Unidentified armed men killed a police officer on duty in Bakassi, Cross River."
15-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Chad,Bohouma,13.8496,13.7949,70,"On April 15, presumed ISWAP/Boko Haram militants attacked a Chadian army position in the area of Bohouma, seven soldiers were killed and 15 wounded, authorities said that 63 militants were killed in a counter-attack."
15-Apr-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Iwara,7.5333,4.7167,0,"15 April: An Ibadan based lawyer was kidnapped by unidentified armed men in Iwara, Osun state."
15-Apr-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Ayetoro Gbede,7.98,5.9906,0,15 April: Unidentified armed men kidnapped a commercial driver and 4 passengers in Ayetoro Gbede
16-Apr-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Maloumri,11.1021,14.0362,0,16 April. Boko Haram steal oxen from pastoralists in Maloumri of Kolofata. BIR respond late and are unable to intervene in the theft.
16-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kerawa,11.1842,13.9142,3,16 April. Boko Haram members kill 3 civilians in Kerawa of Kolofata while they are fetching firewood.
16-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Cross Kauwa,12.9452,13.6723,55,16 April: Boko Haram attacked Chadian soldiers in Cross Kaura in the Magorone area (100 KMs north of Maiduguri) and killed two. Military repelled them kiling 53. Chadian soldiers were sent to Nigeria end February to support Nigerian soldiers in defeating Boko Haram.
16-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Chad,Koultime,13.4842,14.4725,1,"On April 16 presumed ISWAP/Boko Haram militants attacked a gendarmerie position in Dabantchali (coded as Koultime at geo precision 2), and killed one gendarme and wounded three others."
16-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Asaba,6.2006,6.7339,0,16 April: Armed men attacked police officers and took their riffles in Asaba. The officers were on check point duty when they were attacked.
17-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Nimo,6.157,6.9892,1,"17 April: Former Anambra state House Assembly member was killed by armed men in Nimo, Anambra state. He was driving through market when he was shot dead by unidentified armed men"
17-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Dutse,11.7594,9.3392,1,"17 April: One person killed and nine injured as armed men attacked Maidawa community in Dutse, Jigawa state"
18-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mora,11.0485,14.1476,7,"18 April. Boko Haram members attack civilians, steal goods, and burn property in Tchakamari of Mayo-Sava, killing 7 civilians, injuring 5 others."
19-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Katsina-Ala,7.1694,9.2847,11,"19 April: 11 people were killed by unidentified armed men as they were coming back from Church in Katsila- Ala, Benue state. 40 other people also went missing"
19-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Kajuru,10.3192,7.6892,2,"19 April: Heavily armed gunmen entered the recreational resort in Kajuru and opened fire, killing 2 and abducting 3."
20-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (Greater Sahara),Niger,Ile Maran,15.735,4.2388,5,"On April 20, an FDS patrol stationed in Aguendo was struck by a mine (presumably planted by ISGS militants) in the area of Gidmaran (coded as Tlemces at geoprecision 2) while returning from a resupply mission in Tillia, five soldiers were killed and three others severely wounded."
20-Apr-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Ngarwa-Koura,13.379,12.7569,0,"On April 20, presumed ISWAP/Boko Haram militants seized solar panels from the medical centre in Ngarwa-Koura."
20-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Babura,12.7731,9.0158,1,20 April : A Jigawa Imam was killed by unidentified armed men. They also robbed his money after killing him.
21-Apr-19,2019,Looting/property destruction,Unidentified Armed Group (Nigeria),Nigeria,Ifo,6.8144,3.1958,0,"21 April. An unidentified armed group, suspected to be linked to political party, destroyed the property of an APC lawmaker in Ifo town."
21-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Santa,12.0769,7.3708,10,21 April. Unidentified gunmen attacked Yar Santa Sherere village and killed 10 civilians. Five sustained injuries.
22-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,N Guigmi,14.2495,13.1092,0,"On April 22, presumed ISWAP/Boko Haram militants opened fire against three fishermen who were travelling between the island of Fefea and Nguigmi, two escaped while one was hit by bullets and his fate remains unknown."
22-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Blangoua,12.7676,14.5757,8,"22 April. More than 50 Boko Haram members attack civilians in Blangoua of Logone-Et-Chari, killing 8 civilians and injuring a dozen others."
22-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Blangoua,12.7676,14.5757,7,"22 April. Boko Haram members attack civilians in Madagascar area of Lake Chad near Blangoua, with 7 deaths recorded, 2 serious injuries and another slightly injured."
22-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Blangoua,12.7676,14.5757,0,"22 April. More than 50 Boko Haram members clash with military forces near Blangoua of Logone-Et-Chari. After the initial confrontation, military forces search the area for any remaining Boko Haram members, causing civilians to flee the area."
23-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa),Niger,Toumour,13.6669,13.1198,3,"On April 23, ISWAP claimed to have destroyed an army vehicle by IED detonation in the area of Toumour and killing and wounding the occupants (unknown fatalities coded at low estimate of 3). No reports corroborate the claim."
23-Apr-19,2019,Armed clash,Islamic State (West Africa),Niger,Toumour,13.6669,13.1198,10,"On April 23, ISWAP claimed to have attacked army barracks in Toumour and killing and wounding an unspecified number of soldiers. Unknown fatalities coded as 10. No reports corroborate the claim."
23-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Chad,Teteoua,13.1954,14.3049,10,"On April 23, ISWAP/Boko Haram militants attacked an army position on the island of Tetewa, killing four soldiers and wounding two others, six militant were also killed in the attack."
23-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Abua,4.8568,6.6442,1,23 April. Staff of NEMA was attacked by unknown gunmen in Abua-Odual LGA. Four people were abducted and one person killed.
24-Apr-19,2019,Remote explosive/landmine/IED,Islamic State (West Africa),Niger,Toumour,13.6669,13.1198,3,"On April 24, ISWAP claimed to have destroyed an army tank by IED detonation in the area of Toumour and killing the occupants (unknown fatalities coded at low estimate of 3). No reports corroborate the claim."
25-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Rumuji,4.9383,6.7803,2,25 April. Unidentified gunmen ambushed a convoy of Shell workers under police protection in Rumuji district and killed two officers in a gun duel. Two Shell workers were abducted.
26-Apr-19,2019,Attack,Islamic State (Greater Sahara),Niger,In-Ates,15.2275,1.3135,2,"On April 26, presumed ISGS militants assassinated a Tuareg chief and his associate in In-Ates."
26-Apr-19,2019,Attack,Islamic State (West Africa),Niger,Maine Soroa,13.2114,12.0241,0,"On 26 April 2019, ISWAP militants attacked the offices of Doctors without Bborders in Maine Soroa (Maine Soroa, Diffa). One civilian guard was wounded and the offices and vehicles were ransacked and burned. ISWAP claimed responsibility."
26-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ilela,12.4086,7.2803,2,26 April. An Unidentified Armed Group attacked Ilela village (approx. Position) and killed two residents.
27-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Doro Lelewa,14.0917,13.459,5,"On April 27, presumed ISWAP/Boko Haram militants shot dead at least five fishermen in Doro Lelewa."
27-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kolofata,11.1621,14.0115,1,"27 April. Boko Haram members attack civilians in Bourouvare area of Kolofata, killing one person."
27-Apr-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Blangoua,12.7676,14.5757,4,"One night between 26-28 April. Boko Haram members clash with military forces on Kofia island of Lake Chad in Blangoua. 3 civilians and 1 soldier are killed and 5 are injured, as well as a military post burned and shops raided."
28-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Guzurawa,12.3967,7.2716,2,28 April. An Unidentified Armed Group attacked Guzurawa village and killed two residents.
29-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kuda,12.5056,13.1414,30,29 April. Boko Haram attacked Kuda and shot down villagers. 30 residents were killed.
29-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Maiyanga,9.75,8.6667,2,29 April. Unidentified gunmen killed two residents of Maiyanga and one person in Rotsu. In the entire Miango district / Bassa LGA about 320 cattles were rustled and 20 killed. 
29-Apr-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Bassa,9.9333,8.7333,1,29 April. Unidentified gunmen killed two residents of Maiyanga and one person in Rotsu (coded as Bassa). In the entire Miango district / Bassa LGA about 320 cattles were rustled and 20 killed. 
30-Apr-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Duwabayi,12.6363,13.5594,14,30 April. Boko Haram IS forces killed 14 loggers at Duwabayi village.
30-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Sabawa,12.4301,7.2927,8,30 April. An Unidentfied Armed Group attacked Gobirawa and Sabawa villages. Dispatched police patrols engaged them in a gun battle forcing the the armed group to withdraw. 17 civilians killed in both villages. Fatalities split between both events.  
30-Apr-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Gobirawa,12.3001,7.2202,9,30 April. An Unidentfied Armed Group attacked Gobirawa and Sabawa villages. Dispatched police patrols engaged them in a gun battle forcing the the armed group to withdraw. 17 civilians killed in both villages. Fatalities split between both events.  
2-May-19,2019,Looting/property destruction,Islamic State (Greater Sahara),Niger,Wedou Bangou Peulh,15.128,2.7769,0,"On May 2, presumed ISGS militants robbed two vehicles from an MSF team in Weidabangou. "
2-May-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Zing,8.9,11.7,1,02 May. Unidentified gunmen attacked the College of Education in Zing. Security forces arrived to disperse the gunmen. A student was shot and killed by security forces attempting to control the situation.
3-May-19,2019,Remote explosive/landmine/IED,Islamic State (Greater Sahara),Niger,Tagdounatt,15.1439,1.2942,6,"On May 3, a civilian vehicle was struck by an IED presumably planted by ISGS militants, near Tagdounatt south of In-Ates, six people were killed and three others wounded."
3-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Loumbouram,13.2296,12.5552,7,"On May 3, presumed ISWAP/Boko Haram militants killed seven civilians in Loumbouram."
3-May-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Magumeri,12.1131,12.8274,10,03 May. Boko Haram IS launched an attack on a military camp in Magumeri. Nigerian Military Forces were overpowered and BH IS briefly seized the post before reinforcements arrived and BH withdrew with equipment. BH IS claimed that 10 soldiers were killed.
3-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Akwanga,8.9167,8.3833,2,03 May. An unidentified armed group attacked Gwanje village in Akwanga LGA killing two residents.
5-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Lafia,8.4833,8.5167,1,05 May. Unidentified gunmen attacked the residence of the State commissioner for higher education in Lafia and killed a student.
5-May-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Ayangba,7.5036,7.1744,1,05 May. Two unidentified political militias clashed in Ayangba leading to the death of a youth.
6-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Kabelawa,13.9768,12.9785,2,"On May 6, presumed ISWAP/Boko Haram militants entered the village of Koundoworam in the commune of Kablewa (coded as Kablewa at geo precision 2), and killed two civilians, abducted nine boys and two women."
6-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Gerti Kloof Forest Reserve,9.4667,8.25,3,06 May. Unidentified gunmen attacked Gerti village and killed three residents.
7-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Konduga,11.6558,13.4213,3,07 May. Boko Haram killed three farmers near Konduga.
7-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Baroua Gana,13.9091,13.1437,2,"On May 7, presumed ISWAP/Boko Haram militants made an incursion in to the village of Doro Ngalewa near Baroua (coded as Baroua Gana at geo precision 2), and killed two civilians, abducted three children, and seized livestock."
7-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Balle,13.4686,4.679,1,"07 May. Unidentified gunmen stormed Balle community, killed the village head and vandalized the local police station"
8-May-19,2019,Looting/property destruction,Islamic State (Greater Sahara),Niger,In-Ates,15.2275,1.3135,0,"On May 8, presumed ISGS militants entered a Tuareg camp near In-Ates and seized a flock of livestock."
8-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Port Harcourt,4.7774,7.0134,1,08 May. A local chieftain of the APC was killed at his home in Port Harcourt by unknown gunmen.
9-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Konduga,11.6558,13.4213,0,05 September. Boko Haram attacked the convoy of the Borno State Governor at Konduga. The official escaped unhurt.
9-May-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Gajiram,12.493,13.2091,4,05 September. Boko Haram continued its attack on Gaijram. Local sources reported three NAF soldiers and one police officer were killed. Boko Haram IS claims to have killed 10 security forces. Fatalities coded as four.
9-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kordo,11.25,13.999,1,"05 September. Boko Haram forces attacked civilians and looted goods from Kordo, Kolofata. One civilian was killed in the attack."
9-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Bague,13.6148,13.0568,1,"On September 5, suspected ISWAP/Boko Haram militants beheaded a man in Bague."
9-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Idu,5.029,8.0172,0,"05 September (or around). Unidentified gunmen attacked a church in Idu Uruan, assualted its member and destroyed property."
10-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,6,10 May. Boko Haram attacked civilians and a humanitarian worker at Moranti/Maiduguri. Six people were killed on May 10 and three others shot on May 11.
10-May-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Wagini,12.6878,7.1958,1,"10 May. Unidentified gunmen attacked Wagini, killed one resident and injured three other. Houses and cars were razed."
11-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Dissalam,12.4323,14.3136,1,"11 May. Boko Haram members attack civilians, as well as steal goods and cattle, in Dissalam of Fotokol. One civilian killed in the attack."
11-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,5,"11 May. Boko Haram attacked Njimtilo area of Maiduguri, killed five people, looted and abducted five workers of a telecommunication company."
11-May-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Tourou,10.937,13.7176,1,"11 May. Boko Haram members clash with military forces in Goshi town in Mokolo of Maya-Tsanagaburn, burning 67 homes, 11 stores and a church. 1 Boko Haram member is killed in the clash."
13-May-19,2019,Attack,Islamic State (Greater Sahara),Niger,Dolbel,14.6119,0.2765,0,"On May 13, presumed ISGS militants attacked a church in Dolbel and gunshot wounded a priest and seized a vehicle."
13-May-19,2019,Looting/property destruction,Islamic State (Greater Sahara),Niger,Mangaize,14.6806,1.9508,0,"On May 13, ISGS militants aboard motorbikes ransacked the telecommunications network in Mangaize."
13-May-19,2019,Armed clash,Islamic State (Greater Sahara),Niger,Koutoukale Zeno,13.6938,1.7434,1,"On May 13, ISGS militants attacked a National Guard position near the Koutoukale high security prison, an intended suicide car bomb failed to detonate and was abandoned amidst the apparent prison break attempt, a guard was killed, a vehicle seized, and another vehicle burned."
13-May-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Toumour,13.6669,13.1198,0,"On May 13, three herders abducted by presumed ISWAP/Boko Haram militants were at their camp near Toumour with right arms and left feet amputated."
13-May-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Amchide,11.2426,14.1372,0,13 May. Boko Haram members clash with military BIR in Amchide of Kolofata.
